,PYPL,AKAM,YELP,PI,AAPL,ZM,ESTC,STX,BABA,TEAM,JWN,DOCU,TRVG,VG,MSTR,DDOG,SSTK,ERIC,MDLA,MELI,TWLO,OKTA,CIEN,ACN,PLTR,ORCL,NTAP,CTXS,CSCO,ADSK,QIWI,BB,SLAB,SHOP,HUBS,V,SPOT,FVRR,WORK,PINS,SPLK,ZBRA,TDC,EPAM,NFLX,BIGC,DOCN,ADBE,QCOM,VMW,DASH,TWTR,ABNB,NTNX,ASAN,FTNT,REAL,AMZN,BIDU,BAH,EB,TU,EXTR,TSLA,NEWR,FEYE,INTU,W,RXT,CARG,UIS,CERN,TRUE,WIX,GRPN,ZEN
2016-05-01,,,,,,,,-0.016739505520265954,0.03278636140130235,,0.004852347312481058,,,0.040082646487044356,,,-0.01640974744847131,,,-0.03317231138847059,,,,,,0.030253134833484047,,,-0.03902526853803499,0.014774916238239203,-0.00996263893046615,,,-0.006869095779675769,0.030292509753206756,,,,,,,,,,-0.03902526853803499,,,,,,,,,,,,,-0.0037399056753626993,,,,-0.007513584897808657,,,,,0.004766697554304162,-0.025843047472750763,,,,0.0397327859337805,0.02736114027236354,0.021126756642882563,-0.007513584897808657,-0.003899893224994246
2016-06-01,,,,,,,,-0.0023958410020386857,-0.005541490180853463,,0.001041211253051304,,,-0.0022311268890612295,,,0.012483112918518769,,,-6.094255248972108e-05,,,,,,0.01172320416613395,,,0.00043068742864361357,0.010869113447401615,-0.012021287925645965,,,-0.012021287925645965,-0.021037466753370117,,,,,,,,,,0.0033945079712810224,,,,,,,,,,,,,0.015018901591724273,,,,-0.0023958410020386857,,,,,0.011710904750439188,-0.01116493800580753,,,,0.001041211253051304,-0.0022311268890612295,-0.01594210250348105,0.040838872164652325,-0.01116493800580753
2016-07-01,,,,,,,,-0.00043913978194557867,-0.04634499761098893,-0.045899192245885706,-0.015652818257235936,,,-0.045899192245885706,,,0.0022499362310254203,,,-0.03898418593621156,,,,,,-0.04760292145425054,,,0.01787535842666539,-0.015652818257235936,-0.07321230824838568,,,-0.04311450338842746,-0.04702180825019171,,,,,,,,,,-0.04311450338842746,,,,,,,,,,,,,0.01787535842666539,,,,-0.0314495612729087,,,,,-0.03361311485734919,-0.04650369511227908,,,,0.039227283848306246,0.008805441215979742,-0.0005156022637700039,-0.020085247846293876,-0.04760292145425054
2016-08-01,,,,,,,,-0.021475812955438676,0.017545222389015337,0.010240834086436331,-0.02777104255239877,,,0.017746629652653317,,,-0.037225419220718724,,,-0.016918237044812434,,,,,,-0.007595876674584009,,,-0.06253455824798822,0.0028737642110029187,-0.08651044574148445,,,0.00707188878195501,-0.014395357556740172,,,,,,,,,,0.0006351780555309824,,,,,,,,,,,,,0.0007037453175650288,,,,-0.04999683610504145,,,,,-0.01717985656924478,0.001995225678888425,,,,-0.02777104255239877,-0.039862192042405216,-0.00015784771922698962,-0.016918237044812434,0.03825549277350533
2016-09-01,,,,,,,,-0.01025626085514137,0.04847819636719155,-0.037861188264834915,-0.01740677667988201,,,-0.037861188264834915,,,-0.03889292826878648,,,-0.039885367036350976,,,,,,0.0066331858771737,,,-0.03870744248236185,0.01711726956388846,-0.02675737974236431,,,-0.019000528253578116,-0.0022167534358508126,,,,,,,,,,-0.039885367036350976,,,,,,,,,,,,,0.04847819636719155,,,,-0.02675737974236431,,,,,0.06517780729834177,-0.011634694271251574,,,,-0.01025626085514137,-0.02875558044152286,0.039951280446518786,0.060471709597608836,-0.050075345417205465
2016-10-01,,,,,,,,-0.03559216012112696,0.07905894817357904,-0.015310121498859991,0.012039905926016527,,,-0.001050416000533686,,,0.008921143798243656,,,-0.024009590311751625,,,,,,0.004813687046721803,,,-0.024372937946824057,0.013030507965535064,-0.012987803011584382,,,0.005532829285307181,-0.025053961380465683,,,,,,,,,,-0.015310121498859991,,,,,,,,,,,,,0.005532829285307181,,,,0.029840643951240493,,,,,-0.012987803011584382,-0.02411375691802051,,,,0.012039905926016527,0.012039905926016527,0.0046909183759871005,0.012039905926016527,-0.025053961380465683
2016-11-01,,,,,,,,-0.020265301638433743,-0.04112419280253212,0.00039627553929402065,0.028607289575388467,,,0.025441873620910164,,,-0.013267443268488069,,,-0.021153909721083407,,,,,,0.015944033061804884,,,-0.002515787599493985,0.025029090645438793,-0.002515787599493985,,,0.02210155449368588,-0.035920715111533746,,,,,,,,,,-0.0011846324944444256,,,,,,,,,,,,,-0.013495234451829048,,,,0.06321388023357406,,,,,-0.022433807873472815,-0.025738360738513613,,,,0.004015258493087571,-0.008960171752821489,-0.013267443268488069,0.06000020570414861,-0.019100723671940437
2016-12-01,,,,,,,,-0.029114459717056465,-0.013161483778097527,-0.015826029700383566,0.022644046838260434,,,-0.0010618623919419032,,,0.04619105154295056,,,-0.02885339800769314,,,,,,-0.002602924860580863,,,-0.01093941869490486,0.019041349724136437,-0.001377741932941975,,,0.0015724316571151505,-0.0306136760157756,,,,,,,,,,-0.009605686435273198,,,,,,,,,,,,,-0.013161483778097527,,,,0.015130806496047247,,,,,0.05577189670106198,-0.029435014445198016,,,,0.05649550331283775,0.019041349724136437,0.014749662308797219,0.0016349536942854106,0.039054878061025776
2017-01-01,,,,,,,,0.0001517192706925012,0.04088434763390658,-0.010241607251627812,0.03871954129932163,,,0.007553677147590083,,,0.02380193492915648,,,-0.05493602789731377,0.020152782687780174,,,,,0.020152782687780174,,,-0.022356038894505256,0.010693746793717467,0.015164274914399228,,,0.017985160026088326,-0.022356038894505256,,,,,,,,,,-0.007247572577975227,,,,,,,,,,,,,0.02365920353797233,,,,0.015738690909770873,,,,,-0.007247572577975227,-0.010845852912731858,,,,0.014665375891721373,0.021867541759234173,0.03855499841193352,0.02380193492915648,-0.0018879318779425947
2017-02-01,,,,,,,,-0.004921510626935793,0.034296692031006944,0.051559688663608105,0.019602713092351034,,,0.05798233567847778,,,0.03316457103427291,,,-0.0075024746208739385,0.016333408135484208,,,,,0.028634634592288245,,,0.03500543910763467,0.03057402235290596,0.008981850445652919,,,0.017990633550858007,0.01392414184979316,,,,,,,,,,0.01392414184979316,,,,,,,,,,,,,0.040105714444474166,,,,0.010055155436937462,,,,,0.034285097911905815,0.015560653657386328,,,,0.027117018837418506,0.042421791462092955,0.035121086366795964,0.012236002315880162,0.04775296031704671
