,PYPL,AKAM,YELP,PI,AAPL,ZM,ESTC,STX,BABA,TEAM,JWN,DOCU,TRVG,VG,MSTR,DDOG,SSTK,ERIC,MDLA,MELI,TWLO,OKTA,CIEN,ACN,PLTR,ORCL,NTAP,CTXS,CSCO,ADSK,QIWI,BB,SLAB,SHOP,HUBS,V,SPOT,FVRR,WORK,PINS,SPLK,ZBRA,TDC,EPAM,NFLX,BIGC,DOCN,ADBE,QCOM,VMW,DASH,TWTR,ABNB,NTNX,ASAN,FTNT,REAL,AMZN,BIDU,BAH,EB,TU,EXTR,TSLA,NEWR,FEYE,INTU,W,RXT,CARG,UIS,CERN,TRUE,WIX,GRPN,ZEN
2016-05-01,,,,,,,,0.006610751454561407,0.19732464409255734,,-0.01783768937395965,,,0.05347649517273076,,,0.011634706737336093,,,-0.19337098065324165,,,,,,0.1270434710066342,,,-0.03636389217274681,0.080901265783597,-0.041044115212596224,,,0.03510196116847197,0.27446895589052045,,,,,,,,,,-0.05702933703477543,,,,,,,,,,,,,0.03575975105990664,,,,-0.05697938750897687,,,,,0.09768719343810153,-0.08936400856735516,,,,0.05778383479843495,-0.05420777972744319,0.024708616199231245,-0.08311831307715802,-0.04079759641785512
2016-06-01,,,,,,,,-0.025006825247796127,0.01265196726100129,,-0.07489954722383652,,,-0.028140685246857283,,,-0.052027887402400025,,,-0.12327724841947582,,,,,,-0.12655434487521117,,,0.011702925702726914,0.03196446235197662,0.10251553335572484,,,-0.03056407556152199,-0.0743392969040184,,,,,,,,,,0.16573596160126117,,,,,,,,,,,,,0.08411694407892749,,,,-0.018990383920236872,,,,,-0.0170522025888385,-0.058031659791842286,,,,-0.007710738607033883,0.05154249429141159,-0.10948842829448,0.22536787453855858,-0.08468250421470155
2016-07-01,,,,,,,,-0.08666186659911446,0.009209499235375989,-0.05052292150664582,-0.06316571489415333,,,-0.026318308218863717,,,0.04333416180517129,,,-0.14651718485266646,,,,,,-0.11826349699991108,,,-0.02894206713705945,0.07283383598228084,-0.15498895205498436,,,-0.0009085460769265689,-0.14779638549395868,,,,,,,,,,0.013671868855847813,,,,,,,,,,,,,-0.04870277096918206,,,,0.020382458637036513,,,,,-0.09724033759242355,-0.11977155221538537,,,,-0.1873738323383855,-0.07081406813970194,0.07537533133865475,-0.06257451916712516,-0.1929857536154828
2016-08-01,,,,,,,,-0.05032587060767797,0.18423326502209933,0.0312464635392688,-0.05007239492549399,,,0.11592138814986178,,,0.05359913772613202,,,0.1384922504446135,,,,,,-0.07803449448063542,,,-0.062145977306896874,0.05385240802421057,-0.08334268735261895,,,-0.06932526749930469,0.04568196573571433,,,,,,,,,,-0.07279713047592505,,,,,,,,,,,,,0.10192100080619379,,,,-0.21768499739660785,,,,,-0.029336912961718732,0.003593093062205222,,,,0.002549556349772511,-0.17063728163245748,0.11163909358261166,-0.054068881422235815,0.0791998000857757
2016-09-01,,,,,,,,-0.06541551351143647,0.03641879954585861,-0.10010848744149532,-0.04135931407697366,,,-0.09176272758005785,,,-0.13838109714230515,,,-0.0958305883129588,,,,,,-0.160625930349099,,,-0.15997640591992554,0.0148106895037218,-0.008172475644902174,,,0.15392104178529595,-0.13884122635738724,,,,,,,,,,0.049881783358302734,,,,,,,,,,,,,0.16460664047701098,,,,-0.15827513517972225,,,,,-0.012103427014938975,-0.05174131504003504,,,,0.06235703019324659,0.0034744034726842104,0.015064313970207096,-0.2165917961785412,0.005950162713017397
2016-10-01,,,,,,,,-0.08521569704485686,-0.05725813303959363,0.058477297103068406,0.10001833996775965,,,-0.13780549072341605,,,0.015870963651438214,,,0.2806706119521859,,,,,,-0.07908060850407965,,,0.01827075367663263,0.17549980851191607,-0.04730221460673931,,,0.017684111971164266,0.12907824009198718,,,,,,,,,,0.11921929280234668,,,,,,,,,,,,,-0.14852960206647386,,,,0.1815658056962919,,,,,-0.014762231944237595,-0.009963163532761145,,,,-0.03236901413247264,0.008801832656718519,0.16324886792605345,0.12061293992363621,-0.10094739303798854
2016-11-01,,,,,,,,0.04361203073005319,-0.25142179167173523,0.10212481235459803,0.026301227122096385,,,0.19363450537213764,,,-0.02437429576802033,,,-0.23049488938277748,,,,,,0.3041509271318653,,,0.04584878765273881,0.0808086558900667,0.02911241919815829,,,0.04975007206786773,-0.030235337267924975,,,,,,,,,,-0.04498503287088086,,,,,,,,,,,,,0.12479253396177861,,,,0.08473953574294936,,,,,-0.10684483597584961,0.07616120845363027,,,,0.01756608649886343,-0.14648023124066964,-0.21797510827163866,0.20557240701547805,-0.21042706220497798
2016-12-01,,,,,,,,-0.0656987575974313,-0.07495157271910473,-0.12734715205530575,0.11294049904417704,,,-0.07346482143706132,,,0.03578329631958058,,,-0.10845286511016844,,,,,,0.013742136119259774,,,-0.03352869001945134,0.03781741700110107,0.03778835691935391,,,0.06067944495979652,-0.11992201255575838,,,,,,,,,,-0.04008786633555003,,,,,,,,,,,,,0.08468509711694724,,,,0.1004969720930849,,,,,0.06571788011770899,-0.15748963365947766,,,,0.22869092062729468,0.26485755267555944,0.0651448782877654,0.07248589608657519,0.000557918577538538
2017-01-01,,,,,,,,0.06075046856377793,0.12719001571166286,-0.04513019227610028,-0.04813601640816742,,,-0.015419017936439901,,,0.1514606293863578,,,-0.2175144216863878,0.18261197549604688,,,,,0.09823962285387446,,,-0.013126820097250542,-0.08727048722725071,0.02234258774053164,,,0.06207295805833343,-0.13078886221445254,,,,,,,,,,-0.11022131076028592,,,,,,,,,,,,,0.15902448497183228,,,,0.09265110720593413,,,,,0.05881821287635504,-0.010407428491185703,,,,0.09484136124679478,0.08302846949227481,-0.2211061783268203,0.022525370081830663,-0.12079710755961497
2017-02-01,,,,,,,,-0.025948208906947372,-0.07073343871533716,0.06720205978234814,0.026894865363870247,,,0.08538155463665928,,,0.024323072166666685,,,-0.07899772823459206,-0.07270108088989241,,,,,0.05269473226863882,,,-0.08006675734976948,0.17517026722230838,-0.06237017494931613,,,0.014702481871700694,0.07994595127987833,,,,,,,,,,0.135686551770689,,,,,,,,,,,,,-0.0704450443425449,,,,0.12068959172351015,,,,,0.05811936955673613,0.11395298902805748,,,,0.0060481963276401846,0.06183624842174246,0.20607002913809339,0.041697482833112025,0.15849265539626367
