,PYPL,AKAM,YELP,PI,AAPL,ZM,ESTC,STX,BABA,TEAM,JWN,DOCU,TRVG,VG,MSTR,DDOG,SSTK,ERIC,MDLA,MELI,TWLO,OKTA,CIEN,ACN,PLTR,ORCL,NTAP,CTXS,CSCO,ADSK,QIWI,BB,SLAB,SHOP,HUBS,V,SPOT,FVRR,WORK,PINS,SPLK,ZBRA,TDC,EPAM,NFLX,BIGC,DOCN,ADBE,QCOM,VMW,DASH,TWTR,ABNB,NTNX,ASAN,FTNT,REAL,AMZN,BIDU,BAH,EB,TU,EXTR,TSLA,NEWR,FEYE,INTU,W,RXT,CARG,UIS,CERN,TRUE,WIX,GRPN,ZEN
2016-05-01,,,,,,,,-0.04385160140115292,0.015382084849692687,,0.0006195669076491384,,,0.0007796836182704259,,,-0.0034780963490290365,,,-0.023197134329157786,,,,,,0.00883018982369335,,,-0.023512298351446054,0.014016722056637244,-0.037131550078236215,,,0.011398315858802898,0.01860069411860063,,,,,,,,,,0.004462447772388562,,,,,,,,,,,,,-0.014722797835217636,,,,-0.0068012551007633985,,,,,-0.002216546396000706,-0.06319463531192436,,,,0.014527736403360253,0.02158928705079617,0.023252646727709478,-0.007826188917350181,0.0008512405718244364
2016-06-01,,,,,,,,-0.041805755213869984,0.023434186259838112,,-0.0065363569372193535,,,0.0026733309577448997,,,0.00551876226667112,,,-0.007872333689525928,,,,,,0.0214312435085319,,,-0.00030696659397472497,0.010121503643047765,-0.053130670027079864,,,0.024396580391380245,0.028500305552812917,,,,,,,,,,0.007613776810449423,,,,,,,,,,,,,0.00038015825774264256,,,,-0.0005242817342988862,,,,,1.3361052252387241e-05,-0.05707303931422918,,,,0.014248370801258715,-0.0035576871900140144,0.03021010112754298,-0.012562760388530138,0.01768889950747839
2016-07-01,,,,,,,,-0.011716291723280469,0.016941077402323576,-0.006691427448135018,-0.04602787556561992,,,-0.01353000298877196,,,0.00705549077121362,,,0.0007658975751435888,,,,,,-0.022592960086860438,,,-0.001203703853097482,-0.000928716602649796,-0.016549329319954474,,,0.019672797335808304,-0.02840136230995033,,,,,,,,,,-0.028074438338339704,,,,,,,,,,,,,0.012340829329604912,,,,-0.04517501280233621,,,,,-0.01966603243147395,-0.011993769307426023,,,,-0.041226377275918796,-0.013180221985964113,0.00031065720659059423,-0.017267819173462415,-0.024646820973113
2016-08-01,,,,,,,,-0.011432712893655786,0.047814886108444914,0.013894978477842343,-0.0178830592934782,,,-0.003783232143083729,,,-0.021502101625835122,,,-0.0023414371838454268,,,,,,-0.03944252921465639,,,-0.024799424096279526,-0.019500634998875808,-0.013998824344157404,,,-0.0029627814053789,-0.0363113826781853,,,,,,,,,,-0.005861807973031871,,,,,,,,,,,,,-0.011930248913821653,,,,-0.05756356973011769,,,,,-0.021719286801787495,-0.010558192466277027,,,,-0.008394835265387066,-0.007263742014937835,0.005814627689605842,-0.03481456491245047,0.009581194287121805
2016-09-01,,,,,,,,-0.007193610673838404,0.024023041542839834,-0.0017750318698324212,-0.013662805903638322,,,-0.0007546597644518061,,,-0.023925612165565074,,,0.013547668986835987,,,,,,-0.018382380281780006,,,-0.031579921284346606,0.019686723421451304,-0.007252592813292904,,,0.017442821346955843,0.004014824996917775,,,,,,,,,,-0.0016797946172046798,,,,,,,,,,,,,-0.014196827091421959,,,,-0.011257250831925726,,,,,0.0006273096808534252,-0.008821805523548762,,,,-0.012376528230592442,-0.010951414353109049,0.013369706872848525,-0.02731189661938853,-0.010431140101463059
2016-10-01,,,,,,,,-0.02675654416181316,-0.01081421041073937,0.0022704011199898913,0.013849785637891195,,,0.0003467761333197997,,,-0.01712821349534898,,,-0.0034844701832454847,,,,,,0.012105017696155691,,,-0.020334846207314065,0.02162356862564075,-0.009924027651960536,,,0.012450817656596065,-0.0061995100074856355,,,,,,,,,,0.0035183034595967014,,,,,,,,,,,,,-0.014206617496290257,,,,0.019353059415012204,,,,,-0.004043669942417331,-0.012972716541021605,,,,5.350378117797289e-05,-0.007268417391014019,0.006513901320655442,0.01677990975903932,-0.04456229936797839
2016-11-01,,,,,,,,-0.03857199830313195,-0.0011903512259998066,0.009767605473288869,0.017674264770681618,,,0.011407351369661619,,,-0.002102621612046702,,,0.013967013905338574,,,,,,0.035859304691575555,,,-0.01667813003776849,0.039011328519046595,-0.030054367117490113,,,0.01257991297832081,0.012319691934744631,,,,,,,,,,0.012816305449262969,,,,,,,,,,,,,0.01912887545678605,,,,0.02785477938839874,,,,,0.012849992323749419,-0.01675239761593624,,,,0.014730931875610939,-0.008282553136142795,0.02288526266519319,0.04074369309164508,-0.009748399235440401
2016-12-01,,,,,,,,-0.04527115862434719,0.008086406715598158,0.0007751786850165266,0.0200134192265563,,,0.022074243186343386,,,0.009852480919691181,,,-0.008641707836676144,,,,,,0.018962836615025246,,,-0.0007982016856392929,0.021520015212053604,-0.03338322246303655,,,0.02554528999731394,0.0010899484786361336,,,,,,,,,,0.00844127860312353,,,,,,,,,,,,,-0.0021339957123541224,,,,0.02626925516212511,,,,,0.009537113143310738,-0.034985427889363374,,,,0.03509028150408646,0.017240771900214957,0.017321733272950952,0.01190682530791639,0.01258464857251141
2017-01-01,,,,,,,,-0.0012736566991648822,0.03739658227481656,-0.008664984696217988,0.0002357774302181035,,,-0.02074065573340818,,,0.01881168624002454,,,-0.01932927668708943,-0.0020129510058640716,,,,,0.018133189005721594,,,-0.022666002329490675,-0.024524008558104538,-0.0009266053853336944,,,-0.009287446593065936,-0.04159462610450234,,,,,,,,,,-0.014019981186558414,,,,,,,,,,,,,0.027968240714202976,,,,0.0006225090956039324,,,,,-0.005416153505236201,-0.002666908674146783,,,,0.016929034038353028,-0.0027565701702261447,0.015035591428275012,0.012604477786789836,-0.025374003777962797
2017-02-01,,,,,,,,-0.0032351708811052377,0.02641656064211928,0.036601693038257783,0.003703318075424418,,,0.05108967019800193,,,0.0006689082919085505,,,-0.011663755875311306,-0.012013586657830823,,,,,0.020090183533132425,,,0.013908925314945458,0.008641791303133894,-0.0020949552581039288,,,-0.0289391840839655,-0.019023883369243707,,,,,,,,,,-0.002154312747520819,,,,,,,,,,,,,0.03267556608742836,,,,0.027461417108217787,,,,,0.004606982162308265,0.008501239432958205,,,,0.014560788264501613,0.009296677318807636,0.050639667743439414,0.0074965950931699405,0.020180872659869408
