month_start,EB,MSTR,SPLK,JWN,NTAP,CSCO,INTU,ZEN,ADSK,GRPN,CARG,ABNB,ACN,ZBRA,FVRR,QIWI,AAPL,STX,TDC,VMW,ESTC,DASH,W,BIGC,REAL,BABA,TRVG,ADBE,BB,MDLA,ASAN,OKTA,UIS,TWLO,CIEN,SLAB,TWTR,ERIC,SHOP,AMZN,WIX,BAH,NTNX,PLTR,DDOG,ORCL,AKAM,SSTK,EXTR,EPAM,TSLA,MELI,NEWR,YELP,SPOT,FTNT,FEYE,CTXS,VG,PI,TU,HUBS,V,QCOM,TRUE,WORK,DOCN,DOCU,PINS,BIDU,TEAM,RXT,ZM,PYPL,NFLX,CERN
2016-05-01,,0.04026313666639551,0.1052328062499977,-0.2571875855891438,0.07994929550737087,0.056747889375443714,0.0571910427928197,0.0836282901657864,-0.025911053911199817,-0.022099425972376324,,,0.053577782056869125,-0.1510549960917038,,0.008176646378797893,0.06528699473063883,0.036288424049939934,0.12015814257710385,0.06413638263337461,,,0.09086093523644452,,,0.0657654977649266,,0.0557206530670943,0.029745048137251838,,,,0.09468217102781948,,0.03743310538458213,0.0630342053639046,0.04103969809619326,-0.044499397617346524,-0.08037674836047377,0.095817020571361,0.1189320637427908,0.061661254325606624,,,,0.008529858188200661,0.0704059626282373,0.02291561716769984,0.05128207044053165,0.049088191636832035,-0.07281110831721561,0.09296181173105092,0.16989910954639784,0.2471428825741721,,0.0522916287514372,-0.08242076505675819,0.03763431419101485,-0.012847953276085835,,0.0006317264011391557,0.07834719652916818,0.022009381468848132,0.08709417401649032,0.1096491203609462,,,,,-0.0811117319510635,-0.02589557097514248,,,-0.03547726847426325,0.13928691642291813,-0.009440662363003172
2016-06-01,,-0.061756135028918004,-0.05691906726436675,0.001843067289834334,-0.03681944805231931,-0.012392382528660043,0.04640912036646271,0.07717433267914416,-0.07087696989308963,-0.08192094352761205,,,-0.047743130595070966,-0.056674865404610725,,0.062449348136916376,-0.042659744744572674,0.07978728665869594,-0.11538463091592713,-0.05515191672470704,,,-0.05293832659107057,,,-0.03012196610613567,,-0.03699608183386497,-0.07702887816351447,,,,-0.1374406905506349,,0.07388321782184729,-0.02030147379966237,0.11103807823475276,-0.006468329962676658,0.05018775238669294,-0.009919870402360509,0.0972523698082847,0.01264089258962172,,,,0.01815919224830756,0.024734306134687186,0.09151573489926236,-0.08130079882499057,-0.1594563356032053,-0.04905251604174804,0.030549437135130288,-0.025862091863121682,0.15922107641316216,,-0.07658576445487071,0.03454769060457081,-0.05687705402712576,0.3232103531377281,,0.016414155705633492,-0.0908710281639844,-0.060425691980457,-0.024581182067199243,0.03425556611563786,,,,,-0.0749971989087581,0.1475409822211781,,,-0.033871462370571336,-0.10812124764440492,0.05376726903349388
2016-07-01,,-0.0007428001350640809,0.15430049027801385,0.16241788249910094,0.07157381935585773,0.06413384866980577,-0.005555082368887128,0.14632299974036053,0.098079080774912,0.4830769465519832,,,-0.0042369437113120465,0.058083831058702635,,-0.09236641243602907,0.09006276932820546,0.3148603438739661,0.13203029542221106,0.27542820342562724,,,0.1153846153846154,,,0.03709297903830296,,0.02160976798246044,0.13263783329744605,,,,0.36126367607247584,0.11315071419493772,0.023466695149739397,0.0931472495791038,-0.015966910715554648,-0.027343755578234184,0.11410923936164825,0.060353263933512084,0.1729818130696553,0.041835350764252086,,,,0.002687530162017918,-0.09654928475620232,0.2028384513161747,0.14749262080454525,0.09220961794894914,0.1060391644397195,0.08822068545991545,0.17222599082641887,0.0596178366997993,,0.09813227157794548,0.057680680178848386,0.11287305643634878,-0.02786886540192253,,0.03881987485660826,0.257254777860206,0.052312322753124224,0.16819119259955848,0.1936305731710274,,,,,-0.033605740224534726,0.1571428476744963,,,0.019994614913554944,-0.002514247360006912,0.06467578522550785
2016-08-01,,-0.046314861523151535,-0.06875598295670872,0.14085461466684274,0.3127134592723887,0.02980674179316858,0.004144509355133903,0.009920672839941849,0.13372583113397354,0.1058090952986548,,,0.01941319465297164,0.319751014895886,,0.2211942841463318,0.01813644953701999,0.05338754181518165,0.11804089078694802,0.004795813346421853,,,-0.11471268226360452,,,0.17834624740271746,,0.0454730934037158,-0.0013157568644942515,,,,0.019172607162777484,0.3197144356947499,0.11776968035362402,0.07545046077076346,0.15444710270981066,-0.046854071547917514,0.20688649133010711,0.013639745943302884,0.17471914290178034,-0.016839331753470604,,,,0.004385972250494904,0.08648333370576869,0.05245960032027115,0.01028276626589249,-0.02890089466167208,-0.09702286592474037,0.12359549217817616,0.06562143514366423,0.19614553100541554,,0.04179881292422564,-0.17566018405366776,-0.021653711955108536,-0.020236068976868908,0.23954371993283974,-0.020029954211089263,0.02106615722045184,0.03651503347451704,0.007829943263542295,0.029882575922196463,,,,,0.07186717281992927,-0.016349675753906973,,,-0.002416760164646588,0.06794517203553098,0.03446067553954213
2016-09-01,,0.003897171181956515,0.00755492125735405,0.02814114168463249,0.035559396843318734,0.008905813439588343,-0.01292054599768592,0.005566410080193577,0.07314540346535264,-0.0337710931111791,,,0.06234781016474185,-0.0050028370311796435,,0.008264454667762858,0.0655042853684101,0.14256067929194946,-0.02300660424733425,0.0002726938847277899,,,0.022331878676574563,,,0.08848645187868848,,0.060893397572076034,0.0513833805856539,,,,-0.035643623441049425,0.2002984314138119,0.01631694460010503,0.026178010819759814,0.19989590502853,0.01264047107225811,0.03771754196259162,0.08860318632474726,0.03849834103539751,0.04117259469269574,,,,-0.04706458961558365,-0.034790524486811934,0.09865473035294373,0.14249356103015035,0.016126645490184412,-0.0376397494293968,0.07540698384129724,0.04414165935169897,0.08367986639835573,,0.021859461230473158,0.025766009359689496,-0.022706514075434718,0.1376936658543472,0.6397895998847233,0.006711446885168066,0.033727972673245316,0.02224963397296705,0.08609482053987373,-0.021761662844392564,,,,,0.06430116051349878,0.01662143075735576,,,0.10282636710427027,0.011287902903679243,-0.043229018840254034
2016-10-01,,0.16346150691657624,0.02573275926517009,0.002313009433581576,-0.05248467571558589,-0.03278685468763096,-0.011544443666933671,-0.14392700425641225,-0.0006913182703162027,-0.2252426888178853,,,-0.04853892440086127,-0.054158946119881535,,-0.12090166777700682,0.004334346311739801,-0.10998697659359104,-0.1303226101783014,0.07157464361573604,,,-0.15341623735576065,,,-0.03875601133036128,,-0.009489577764961241,-0.11654133159345545,,,,0.07289528283689721,-0.4698570756943566,-0.11100918169666192,0.01955784933333948,-0.2212580756150808,-0.3245492566168265,-0.034249708031662336,-0.056717333332750176,-0.07897767168026039,-0.03606457687393229,-0.33783783783783783,,,-0.021894109905238743,0.3110020573736495,-0.0739403301108424,-0.062360745488737726,-0.0712739140963829,-0.03087777113835518,-0.09169058010455863,-0.048799554978528385,-0.2167865887321895,,-0.1318710774882455,-0.21113372391898133,-0.004928444410616533,0.03782148183816754,-0.3401923639176516,-0.01848486698035016,-0.08972575954152671,-0.0022973980534803052,0.003211696652600157,0.02224576774170215,,,,,-0.02861540343978532,-0.10377039620475163,,,0.01684155738712315,0.2670725406370729,-0.05133600273595648
2016-11-01,,-0.0040038950211589795,-0.042698118515719335,0.07538458017202522,0.07719513413651784,-0.028031310358444767,0.04542948812262389,-0.19018637603191985,0.0045656037164905116,-0.0050125502579175035,,,0.027443242429726043,0.2006380232172781,,0.033411057420308865,-0.02659859299021677,0.16875537362517748,-0.004080070724715966,0.0323155339037778,,,0.09360932374680367,,,-0.07542536743235193,,-0.043716905257625636,0.09361699710015392,,,,0.4210526940204802,-0.005861687256753363,0.10681123280765767,0.10675559015402174,0.030083508926284964,0.051334703465049404,0.005307536838517012,-0.049694866724094,0.2375,0.2408927543598443,0.30612244897959184,,,0.04606976944612004,-0.03987338741596884,-0.2022376668202503,0.004750589250663226,0.023768816436443324,-0.04212816228658825,-0.06065107741077023,-0.13004119558993796,0.13900798948984322,,-0.06113539949671212,0.10499141816214484,0.022759493545031127,-0.03935859703667235,0.10611579081461428,-0.03581351865609612,0.06959004114563687,-0.0629014944495717,-0.008585622188658997,0.2829016169771033,,,,,-0.056033040981055764,0.010424377249975695,,,-0.05712916651062041,-0.06302556717768203,-0.15022196614361846
2016-12-01,,0.017368423122142027,-0.112287357270769,-0.14288265603353878,-0.035284487611364164,0.01341380357558142,0.008180861212871047,-0.004227343763158376,0.01928111161149497,-0.1637279565512718,,,-0.01925816834866198,0.08488297059367979,,-0.03984960341131462,0.04795515031433273,-0.04812968525226565,0.011918051779435352,-0.02970170139072373,,,-0.038408820207827016,,,-0.06604976926395817,,0.0013617293354048438,-0.1063554043585265,,,,0.006733968028727504,-0.14946928246350255,0.1379952904051564,-0.020346624041712013,-0.1184424316477522,0.13867188555013876,0.028797715758810963,-0.0009326407932642989,-0.10000001541291824,-0.046019614262588576,-0.17000001668930045,,,-0.0432943001548942,-0.00029979975983991766,0.009774735891395922,0.1891253397464737,-0.0241275255002953,0.1282470368876583,-0.010645088433679863,-0.10911381849162223,0.02500000769092156,,0.0006644670269167531,-0.07320876346470766,0.029747477352985656,0.03945367921464677,0.294031521189135,0.0198527328953334,-0.1622103158936612,0.009053245615688292,-0.043006024119996385,0.009693043978174573,,,,,-0.015214096032120688,-0.11274869324829515,,,0.004837129514026197,0.0581196842030581,-0.04841301539795155
2017-01-01,,0.01975688589594666,0.13118277388667912,-0.07740452870541753,0.08647573568117654,0.016545334591686955,0.03463922170457222,0.12877355867876886,0.09904058897563346,0.03915660262609751,,,-0.02783227681447572,-0.02437038147416517,,0.07360998799430872,0.047746492780762935,0.18286622194843172,0.08060362634921034,0.11190139950397794,,,0.1857347297556295,,,0.1537410360476522,-0.01276592498129987,0.10131132214039214,0.024673451319042892,,,,-0.1404681909423137,-0.0006932567590718375,-0.0028676646973285398,0.003076876126802885,0.08098169717527505,0.01029158551710593,0.1854443891069611,0.09816366280938996,0.17957351598212615,-0.0623787085954109,0.1396837750911321,,,0.04317294706043602,0.028644211517296188,0.1321548551936276,0.09940357438256464,0.0007775315449554171,0.17895088235740425,0.18733188237695853,0.2814159562102461,0.0957250880916924,,0.10424958150099824,0.13865551471407336,0.02105029404886296,0.03503653303600996,-0.0036785814248423135,0.04929349352187126,0.09148934546937333,0.0601128254704052,-0.1805214293554308,0.051999969482421866,,,,,0.06483792606694118,0.14742521795299846,,,0.00785400428189365,0.13659130246579845,0.13383998935073704
2017-02-01,,-0.04679581731811133,0.06688556673109325,0.05517861961447905,0.09159713372086888,0.11263024313666482,0.057851243923281816,0.13790218115236694,0.0609786935969736,0.2260869344075521,,,0.07578815355457602,0.08414008688409758,,0.01823486501126149,0.12888345459994655,0.06733105200644622,0.05926429614939086,0.02684485320475093,,,-0.09023098835627033,,,0.01569444285462099,0.009482728712057943,0.04374668552325394,-0.01416429255567361,,,,0.08171200045835739,0.10024278173070952,0.08216926817838803,0.035276122076871065,-0.10499434128007767,0.09507639311945823,0.16509247225562104,0.02618156855048393,0.18553758594774394,0.057658213498975264,-0.009250105134164048,,,0.061829955235560174,-0.08733048817004399,-0.18940518162107192,0.1301988721292658,0.14403350769352594,-0.007700561188844544,0.1374399687762326,-0.028176807631670544,-0.19339392657812365,,0.12297054597083215,-0.16900368484266673,0.0872398900502448,-0.15091680516689715,-0.1945469654142052,-0.026630743219951455,0.15984407183023006,0.06323302399740245,0.0570840205809449,0.06920158383914335,,,,,-0.00536929457977016,0.02931601150539225,,,0.05580697055874462,0.010091664424640674,0.02476264855195624
