,TSLA,CERN,RXT,HUBS,INTU,OKTA,TRUE,MELI,QIWI,SLAB,JWN,TWTR,CTXS,PINS,BIDU,ZEN,EB,ASAN,TRVG,UIS,NTAP,BB,CIEN,EPAM,ZM,SPOT,CSCO,VMW,PYPL,ADBE,ACN,BAH,WORK,PLTR,FVRR,MDLA,FTNT,DASH,TU,CARG,YELP,AKAM,NTNX,V,NEWR,SHOP,ORCL,DOCN,QCOM,ABNB,ADSK,SSTK,REAL,EXTR,NFLX,AAPL,VG,MSTR,WIX,DDOG,SPLK,ZBRA,TDC,BABA,AMZN,ESTC,TWLO,GRPN,W,BIGC,ERIC,FEYE,PI,TEAM,DOCU
2016-05-01,,0.14590118331838567,,0.054097887984133404,-0.017307846459605897,,0.04963302002391798,-0.03596999659498996,-0.12216693256146138,,-0.047223015784310304,,,,,-0.13817233997234624,,,,,,,,,,,-0.10306341892141752,,,,,,,,,,,,-0.21376032696901334,,,,,,,-0.019156251141673415,0.07017694570972602,,,,0.028029070347276298,-0.049559548231189944,,,-0.08992679057423744,,-0.004356520446292918,,-0.06822675127613187,,,,,0.01955092114266056,-0.03897793231984645,,,-0.14501789073065136,-0.13605845126149882,,,,,,
2016-06-01,,0.27009155706313026,,0.04299724538809311,0.05009033745170586,,0.2592156660445265,0.037129616764198944,-0.12311855705591633,,0.08634830107262312,,,,,0.11362778971962516,,,,,,,,,,,0.17095098899643343,,,,,,,,,,,,-0.20534647373909604,,,,,,,0.22195795494871473,0.08401211245180147,,,,-0.011169103371402688,-0.035049983901644884,,,-0.11712047522073908,,-0.0688843798752827,,-0.06247548770555535,,,,,-0.054599000857797064,0.07585080606353738,,,0.05673145854547308,0.06770201951052797,,,,,-0.2459576339951244,
2016-07-01,,-0.11613505435348903,,-0.011525545006013192,-0.03679292591767122,,-0.04370132964723572,-0.03995099546447413,-0.25017631550074376,,-0.03966892964838145,,,,,-0.0878147471976731,,,,,,,,,,,-0.02988914904898322,,,,,,,,,,,,-8.165897356544964e-05,,,,,,,0.030571165387568246,-0.021211406251039847,,,,0.042832852151953295,0.05462397566971591,,,0.167539629222352,,-0.067768895998286,,0.06606555228548584,,,,,-0.07389690772973595,0.12692279332567186,,,-0.070298302389006,-0.1383898243576369,,,,,-0.1004114280283726,
2016-08-01,,-0.13128496404811266,,0.061600580517747194,0.039278922830487215,,-0.042960905506983095,0.0067166694376002995,-0.21118500791979392,,-0.19429847184436275,,,,,-0.16892334786498833,,,,,,,,,,,-0.1312352385782556,,,,,,,,,,,,-0.25343292580418014,,,,,,,-0.20369411230887177,0.12482367451657636,,,,0.21868581575372176,-0.15105430349075347,,,0.004894765305986814,,-0.1663934928271593,,0.1673611523006375,,,,,-0.020607198901706775,0.13689621947949135,,,-0.0009956144664403361,0.06217463493665788,,,,,-0.04029383389483891,
2016-09-01,,0.010218735975755924,,0.15723317537102455,-0.014307201741620208,,0.02614147043505507,-0.04002652959117427,-0.11340013828551508,,-0.04341365621386964,,,,,-0.19212317491119046,,,,,,,,,,,-0.0649342415536815,,,,,,,,,,,,0.00019455244160171132,,,,,,,-0.04981143137182883,0.05178664754282783,,,,0.0938383135403214,-0.3388076862593942,,,0.23099085182951185,,0.019525519625474726,,0.1525204140156426,,,,,0.000948987184105649,0.0940285806106382,,,0.08229465644565499,0.018419316797822393,,,,,-0.02371695056813442,
2016-10-01,,0.06437856761192805,,-0.10159595555147194,-0.10483318313029051,,-0.04763013596378827,0.06101033885382508,0.0015282755124798636,,0.15435874416940953,,,,,-0.004814852244726376,,,,,,,,,,,0.07689367586262202,,,,,,,,,,,,0.007149301141054298,,,,,,,-0.012976469629059016,0.044144715047974493,,,,0.033517642584947466,-0.06104724280310981,,,0.05064627266541678,,0.12726426740603244,,0.07404719656772835,,,,,-0.013641593904481546,0.027275518795139692,,,0.023650218697915025,0.1779500266291102,,,,,-0.027726957980089298,
2016-11-01,,0.19481452305429947,,-0.12240547653344361,-0.12247809268603771,,0.05360436245384532,0.03694032064312697,0.1498197080511749,,-0.08940640052136758,,,,,-0.027699833896957134,,,,,,,,,,,-0.13920607021707532,,,,,,,,,,,,0.05398741494593225,,,,,,,-0.03004643120809089,0.14147785546490513,,,,0.2506062811735273,0.06648888907244127,,,-0.10483160599128975,,0.05277661497511277,,0.08875409018329326,,,,,-0.1716652482165003,0.04012321719913134,,,0.22484996693085524,0.050327450556705,,,,,0.3207005129694937,
2016-12-01,,0.2070707212528994,,0.030994500841641976,0.24035297909294523,,0.044964744304560995,-0.007768468665060993,0.0780622622935425,,0.12517660635241667,,,,,0.006745046439868239,,,,,,,,,,,0.029562105687803035,,,,,,,,,,,,-0.022307080900691976,,,,,,,0.1439682113976437,0.21831302837606908,,,,0.06017262090083535,0.11849233299717787,,,0.1159028772434269,,0.013947157585888253,,0.1275348716806096,,,,,0.054910837904972164,-0.06793506219737869,,0.055990432133326086,0.11237606521212518,0.02090019477829105,,,,,0.1474782514866832,
2017-01-01,,-0.06328597523349755,,-0.033564183270572444,-0.032823032715121,,-0.020521332396173812,0.02361357345499136,0.07590918628636771,,0.15144843264202135,,,,,-0.056731665189591635,,,,,,,,,,,0.03674411135990232,,,,,,,,,,,,-0.12147396084239565,,,,,,,0.02785433715201706,-0.034090794130242845,,,,0.019883083347573414,0.116201668777583,,,0.11220080675074909,,-0.037564094642184756,,0.0009316196127969593,,,,,0.08153212152650662,0.08857891485330377,,0.03217989844579517,-0.013788600612053654,0.024659161557754997,,,,,-0.01783598146497464,
2017-02-01,,0.20992428571113453,,0.10099717529470013,0.09211224903407164,,0.06500903551383594,0.23051174538077487,0.0552688217433781,,-0.007180887184240406,,,,,0.25120172541142,,,,,,,,,,,0.19430710475122875,,,,,,,,,,,,0.30865981724527647,,,,,,,0.045658998682968854,0.13828524538265854,,,,0.15528281265319455,0.07750697035867711,,,0.13903034866181438,,0.07304746986216941,,0.03398746354608856,,,,,-0.005866686550460106,0.08132864453587224,,0.04142754578246747,0.162579183504642,0.06870127614093717,,,,,0.06681816077909977,
