,TSLA,CERN,RXT,HUBS,INTU,OKTA,TRUE,MELI,QIWI,SLAB,JWN,TWTR,CTXS,PINS,BIDU,ZEN,EB,ASAN,TRVG,UIS,NTAP,BB,CIEN,EPAM,ZM,SPOT,CSCO,VMW,PYPL,ADBE,ACN,BAH,WORK,PLTR,FVRR,MDLA,FTNT,DASH,TU,CARG,YELP,AKAM,NTNX,V,NEWR,SHOP,ORCL,DOCN,QCOM,ABNB,ADSK,SSTK,REAL,EXTR,NFLX,AAPL,VG,MSTR,WIX,DDOG,SPLK,ZBRA,TDC,BABA,AMZN,ESTC,TWLO,GRPN,W,BIGC,ERIC,FEYE,PI,TEAM,DOCU
2016-05-01,,0.021579378822955686,,0.06127419560042333,-0.0294400681372871,,0.0050133453770570035,-0.026036677453188738,-0.028890749704675468,,-0.0034070336201026097,,,,,-0.02386639243434533,,,,,,,,,,,0.004108716731560092,,,,,,,,,,,,0.00020969896982599322,,,,,,,-0.005575598228161179,0.016631232871014017,,,,0.001311621251805877,-0.00898908763538021,,,-0.05486774785337078,,0.01372348300002313,,-0.006895687744331452,,,,,-0.030465366097586016,-0.009870553811598877,,,0.004876388105864096,-0.018685319107776866,,,,,,
2016-06-01,,0.03852932533046927,,-0.0004053450159215004,0.01537635962058496,,0.0339853854372863,0.01491242974826061,-0.08052262221915123,,0.02393741179398226,,,,,0.03085912812936445,,,,,,,,,,,0.02733020294251757,,,,,,,,,,,,-0.05954396037469907,,,,,,,0.027641696170988987,0.05453992775089203,,,,0.010498528541346757,0.04756289600914439,,,-0.02224387457470757,,0.0015816071778860625,,-0.0036316809934539046,,,,,-0.006399892959941905,0.03151599372624731,,,0.04141237939053168,-0.02681880255077407,,,,,-0.008327216020892451,
2016-07-01,,-0.011987695804100515,,-0.025537471021813904,-0.004116074971166957,,0.009190145030982396,-0.014836699916356333,-0.049612746152746606,,0.01692066789198309,,,,,0.0038492518485608663,,,,,,,,,,,-0.009167366622646762,,,,,,,,,,,,-0.024447263623268864,,,,,,,0.030404604059971092,-0.010538682641678348,,,,0.019762557780968772,-0.00870896701620552,,,0.02919064208016633,,-0.01593321429404498,,0.02943518105930557,,,,,0.03019013023214391,0.018592698639985035,,,-0.013066272675873916,-0.026496046516230568,,,,,0.030220063677948123,
2016-08-01,,-0.009195221592104078,,0.030543147913552712,0.02343706239909801,,-0.02676246617952221,0.04700256643447267,-0.07424940682298513,,-0.007749144643632411,,,,,0.01658314317309188,,,,,,,,,,,-0.0256247423774324,,,,,,,,,,,,-0.04612223981169462,,,,,,,0.010833111618905024,0.021567468275538383,,,,0.10153861912045142,-0.04776106859870981,,,0.011469508341068961,,-0.03212063105361737,,0.06390329235386107,,,,,0.023206852335915053,0.05169779649687301,,,-0.015094616660247034,0.043411249152391244,,,,,0.024718250715363866,
2016-09-01,,0.02297839071519729,,0.051925004814438194,0.027247262784191307,,0.0037427123699474555,0.010370616020205595,-0.01957714502576604,,-0.023242521071736248,,,,,-0.04347726154651625,,,,,,,,,,,-0.03808322570537775,,,,,,,,,,,,-0.0052565536929130435,,,,,,,0.027201755354632727,0.021261291983253,,,,0.061445149308403585,-0.05303381525486572,,,0.022097297976711172,,-0.0011684354737582145,,0.05925494307175105,,,,,0.011882119991601724,0.010649911416177193,,,0.009187378280156932,0.035832499460386226,,,,,0.011581856703063293,
2016-10-01,,0.005345237395329632,,0.022120088514336365,-0.0411210738228194,,0.0022881083062491763,0.0069022445701069305,0.02319888025274199,,0.05298300714975156,,,,,-0.018391777360262523,,,,,,,,,,,-0.011590348746851964,,,,,,,,,,,,0.008025101421407306,,,,,,,0.019820324099013614,0.07049999853718984,,,,0.0415938880932225,-0.039910705832462166,,,0.004703028344129395,,0.02877713899899096,,0.03950280176083897,,,,,0.04659520510184561,0.006704376738421899,,,0.0024604107141797038,0.0592275332126489,,,,,-0.026580598879960643,
2016-11-01,,0.03197997929218923,,-0.006440117366778104,-0.020445255466088507,,0.01390368782878334,0.016363132546590723,0.026659952010295963,,0.03767313391657896,,,,,0.018114968299408354,,,,,,,,,,,0.002325027249837391,,,,,,,,,,,,0.06764017610482666,,,,,,,0.041290925492135075,0.04582552126368123,,,,0.08130633976761331,0.00879699423596204,,,0.016786635678330376,,0.053622805753350454,,0.03603558895125382,,,,,-0.01759812299144529,0.02195789147137826,,,0.07944251627357785,-0.010440869774028265,,,,,0.06904137928979663,
2016-12-01,,0.07435894433925229,,0.022088707914474866,0.057744715323456756,,0.03388607882257817,0.0046870084180563746,-0.0070186710223879975,,0.059545149779104446,,,,,0.06599455889086255,,,,,,,,,,,0.02818415016184786,,,,,,,,,,,,0.030743786489964946,,,,,,,0.05428944878106597,0.041330960856394906,,,,0.03951900353656571,0.05290221850792111,,,0.038244174779617224,,0.03268022229531925,,0.03189512328284689,,,,,0.04869169851044268,0.00657981479952772,,0.03084341507579243,0.02039231860085236,-0.006269947559084127,,,,,0.028390450053722312,
2017-01-01,,0.02095284942743285,,0.009422528132009243,0.0225234381404858,,0.025062884217314018,0.011929811335534916,0.022416117656002422,,0.027768006535690948,,,,,0.02375869829964129,,,,,,,,,,,0.03160189620625913,,,,,,,,,,,,0.009670416799019865,,,,,,,0.027502749384823885,0.03612814737033852,,,,0.0041746479986890525,0.03807161921380938,,,0.03466751404061518,,0.014498841272881646,,0.05229139296750886,,,,,0.061585595829760156,0.05707977547166424,,0.03589067663657728,0.020763929925391823,0.002346694363034657,,,,,0.008402493905305407,
2017-02-01,,0.03343450383047204,,0.038591646680205996,0.0386092316503901,,0.05597272177012832,0.030520442070557572,0.015414188891430139,,0.01593081365154406,,,,,0.053497633953798696,,,,,,,,,,,0.039135819475595655,,,,,,,,,,,,0.0651590703469759,,,,,,,0.025510802548333433,0.05766019272304641,,,,0.06364478343750565,0.04226638987802501,,,0.04373466703151516,,0.05149604149066483,,0.058397632784272534,,,,,0.024858507346673175,0.054933448981635366,,0.02429877133361481,0.045113222304239115,0.03329374168824689,,,,,0.06680123095560997,
2017-03-01,,0.04693049648615234,,0.06207768210119806,0.058194070663365335,,0.042157729120183444,0.018923974427336957,0.010786703929062481,,0.004439244329485511,,,,,0.053671653343537205,,,,,,,,,,,0.03167727158590656,,,,,,,,,,,,0.016934177466279038,,,,0.009441753431400501,,,0.05297926191330258,0.056156518583807026,,,,0.05254155328298971,0.040515129739171554,,,0.02136767474575398,,0.051506036756288016,,0.02625663945609186,,,,,0.02076270625390684,0.012028845976323334,,0.05771247486802652,0.018866395044923448,0.04265143945675814,,,,,0.03885953238753474,
2017-04-01,,0.062257824617911385,,0.03435454575458892,0.04330235009157544,,0.022053887517440102,0.023042990014685776,-0.01072115797398218,,0.015155201219068373,,,,,0.008132708704533392,,,,,,,,,,,0.029749819351551694,,,,,,,,,,,,0.0005920968343899062,,,,0.011848984439021758,,,0.04336928820299986,0.045218108822498805,,,,0.03082357451317063,0.03746318949312689,,,0.052562469183768445,,0.06631102917337751,,0.04798030828996109,,,,,0.048320721565276545,0.055621500106171534,,0.03981250610358575,0.00255745826746574,0.028667340656627266,,,,,0.03434840469208173,
2017-05-01,,0.04223863306586618,,0.05442482370301934,0.0251014968093367,,0.02543638634651332,0.018601924645522256,-0.0190085809677468,,0.06058670541292816,,,,,0.03116110715709283,,,,,,,,,,,0.018450077520306668,,,,,,,,,,,,0.06314828522896404,,,,0.025267741729667604,,,0.009742644631425514,0.03362794448048114,,,,0.02144363959815099,0.04912837094113629,,,0.008851833807672335,,0.00127411258552695,,0.04608217184796543,,,,,-0.012398935382112427,0.020905767550056856,,0.026073724505828087,-0.004039339478130238,0.03450875015909082,,,,,0.02935292473594449,
2017-06-01,,0.021972639113358842,,0.06681947036736154,0.09810958279925831,,0.08543333741475351,0.09751192966897944,0.08882444183166242,,0.05666390077817666,,,,,0.13044107725318843,,,0.04199624747081537,,,,,,,,0.03453702947594221,,,,,,,,,,,,0.028712348731780496,,,,0.021343767098927734,,,0.044684955282529214,0.047955251467760814,,,,0.12090080243061908,0.09865321557836511,,,0.04295292571387807,,0.029669942902817624,,0.04292880688121339,,,,,0.07054783815360384,0.10969182804784246,,0.06636832646495272,0.07634408793063724,0.06695843571071154,,,,,0.05202712596343605,
2017-07-01,,0.016741041580669816,,0.015264811841706041,0.038568557706102194,,0.0296761653107563,0.044130042209133497,0.02369672815009247,,0.05649236545621541,,,,,0.02866077923610195,,,0.03844937253602562,,,,,,,,0.0013451641391158964,,,,,,,,,,,,0.024079422797955188,,,,0.0018162011519789949,,,0.051276299658620565,0.021722350081489424,,,,0.019491028126860165,0.033246417782000603,,,0.001992967194332576,,0.014126789563656457,,0.05821312908497512,,,,,0.016229585191416835,0.022043451107040965,,0.018766802844897373,0.05335628473678676,0.011172246883869688,,,,,0.03337710982747795,
2017-08-01,,0.02008766448570708,,0.01905919383696299,0.03986280629523147,,0.0008027476656639026,0.05528820884803267,0.01085489430593942,,0.05032988388702946,,,,,0.049405087340424265,,,0.05054575382056014,,,,,,,,0.007398658370344851,,,,,,,,,,,,0.0226434156332698,,,,0.028552040726751014,,,0.042225310465330616,0.05442744530216436,,,,0.03926922666471082,0.043431779226008986,,,0.012631979574096942,,0.016563053555162927,,0.06009666623696171,,,,,0.004569855526216432,0.03585412117276199,,0.0533909659667876,0.049927506351103206,0.009798768218648921,,,,,0.027964643687660693,
2017-09-01,,0.017823223386587997,,0.02432372229013064,0.02912256310037385,,0.027677061155710125,0.05299819036197667,0.04167403467684078,,0.021201879102880915,,,,,0.04082895927060217,,,0.05270289079662568,,,,,,,,0.04249324629563085,,,,,,,,,,,,0.045445564535149516,,,,0.015579649436079023,,,0.04263052217569563,0.03574368781874503,,,,0.03871128976388658,0.03395833216108831,,,0.02707723732894053,,0.03118528901934484,,0.05568926788234219,,,,,0.030901986486356257,0.029486046059511297,,0.04222257163951446,0.05917774124278111,0.019382536460596,,,,,0.06439595956253731,
2017-10-01,,0.047177556025725396,,0.0344743165693846,0.023538519151326067,0.05827744537470618,0.019844888501116507,0.051456478344848185,0.03526618630622105,,0.03882077475707099,,,,,0.07272727868175954,,,0.034952695106372195,,,,,,,,0.03974718878642324,,-0.017325136002201917,0.044249693751179736,,,,,,,,,0.033505375159521567,,,,0.02459041351204924,0.027248060144772417,0.0032346351344472776,0.02377641971720915,0.08027623848680135,,,,0.05580560439895693,0.06961109477252996,,,0.032429214597885274,0.03851496950936513,0.06734801722475561,,0.07471870833750435,,0.023787089832887718,,,0.032494632678199,0.023676001455646207,,0.03788905550577676,0.0832419814896675,0.015566867254536185,,0.039917563604503686,,,0.0357090553523737,
